NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
36,0,1023.5258739999153,17511.92148400014,97.97230800040779,17002.425255000162,29.568497999662213,757.9562829996576,2.8807308118895194e-22
36,1,3188.5515749995648,46167.1616030003,265.1401359994452,49191.383099999264,87.35503599973526,2186.2340570000924,4.3118812521311906e-21
36,2,490.0859539998237,7803.598986999987,45.021925999662926,8501.78122899979,14.654274999884365,367.67128500014223,1.110940038912264e-22
36,3,2669.503051999982,38299.22662500075,223.98545599980935,41254.19436000039,72.79715500044404,1820.4672219999338,8.976075966564378e-22
36,4,473.91575699975874,7655.662827000015,44.09390499995425,8236.37391200009,14.232210999580275,362.98818899967955,9.909443652457084e-23
36,5,3778.72139900046,53551.74895200071,311.4744960007556,57554.988803000466,101.63382000018828,2546.7814309999994,5.328929377546122e-21
36,6,5916.243725000186,83598.28116600057,484.5430900008978,89682.35962599919,158.55850800107874,3957.4854829998003,9.642694930937349e-21
36,7,2626.3508959996216,37750.78074400016,217.7132069991785,40395.909777999346,71.96988899977441,1790.0818359998993,2.975082775663631e-21
36,8,996.648169999844,14990.01962400007,86.65923799981101,16002.750462000222,28.485146000093664,708.4700719997272,3.1892995965992684e-22
36,9,3667.3107770011484,52361.33329399991,302.8588509992005,56053.189728000245,99.89467000013974,2475.0965299999734,7.256775401864997e-21
36,10,3134.916936000536,44884.54143299987,261.5415460004442,48003.085089000706,85.54386500054534,2123.897539999234,5.158188608524013e-21
36,11,6362.509110000701,89842.22356099963,521.0799110000153,96136.08983899986,170.99971900006494,4252.760837999176,1.1528112952436077e-20
36,12,3137.874907999958,44900.65576400002,261.6710610004702,48062.426935000076,85.2670509998461,2114.8572859992782,2.905594737812864e-21
36,13,472.94930300040505,7498.456024000006,43.31799499959743,7994.705187999898,14.29415299980974,348.57857900033196,7.275837197749267e-23
36,14,3669.191089999913,52403.73504499985,302.68940599989946,56043.15986199981,99.44630600011806,2470.828361999793,1.934840355039271e-21
36,15,475.41472099965176,7514.2638199999965,44.460829000399826,8002.223712999694,14.136932999917917,349.45465999999215,8.827502363198445e-23
36,16,5305.55272499987,74704.13288699956,430.78565499990873,80051.25150999948,142.1367090001695,3526.798231999237,4.73483253056248e-21
36,17,3671.774775000358,52351.04760199919,302.905367999756,56032.571708999516,99.85500999982833,2468.452779000472,2.870381400669409e-21
