NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
36,0,511.7629369999577,8755.96074200007,48.986154000203896,8501.212627500081,14.784248999831107,378.9781414998288,1.4403654059447597e-22
36,1,531.4252624999275,7694.526933833383,44.1900226665742,8198.563849999877,14.559172666622544,364.37234283334874,7.186468753551984e-22
36,2,490.0859539998237,7803.598986999987,45.021925999662926,8501.78122899979,14.654274999884365,367.67128500014223,1.110940038912264e-22
36,3,533.9006103999964,7659.84532500015,44.79709119996187,8250.838872000077,14.559431000088807,364.09344439998677,1.7952151933128757e-22
36,4,473.91575699975874,7655.662827000015,44.09390499995425,8236.37391200009,14.232210999580275,362.98818899967955,9.909443652457084e-23
36,5,539.8173427143514,7650.249850285815,44.496356571536516,8222.141257571495,14.51911714288404,363.82591871428565,7.6127562536373175e-22
36,6,537.8403386363806,7599.843742363688,44.04937181826344,8152.941784181745,14.414409818279886,359.7714075454364,8.766086300852135e-22
36,7,525.2701791999243,7550.1561488000325,43.5426413998357,8079.181955599869,14.393977799954882,358.01636719997987,5.950165551327262e-22
36,8,498.324084999922,7495.009812000035,43.329618999905506,8001.375231000111,14.242573000046832,354.2350359998636,1.5946497982996342e-22
36,9,523.9015395715926,7480.190470571416,43.26555014274293,8007.598532571464,14.270667142877105,353.5852185714248,1.0366822002664283e-21
36,10,522.4861560000894,7480.756905499978,43.590257666740705,8000.514181500118,14.257310833424222,353.9829233332057,8.596981014206689e-22
36,11,530.2090925000584,7486.851963416636,43.42332591666794,8011.340819916655,14.249976583338745,354.39673649993136,9.60676079369673e-22
36,12,522.9791513333263,7483.4426273333365,43.61184350007837,8010.404489166679,14.211175166641018,352.476214333213,4.842657896354774e-22
36,13,472.94930300040505,7498.456024000006,43.31799499959743,7994.705187999898,14.29415299980974,348.57857900033196,7.275837197749267e-23
36,14,524.1701557142733,7486.247863571407,43.24134371427135,8006.165694571401,14.206615142874009,352.9754802856847,2.764057650056101e-22
36,15,475.41472099965176,7514.2638199999965,44.460829000399826,8002.223712999694,14.136932999917917,349.45465999999215,8.827502363198445e-23
36,16,530.555272499987,7470.413288699956,43.07856549999087,8005.125150999947,14.21367090001695,352.6798231999237,4.734832530562481e-22
36,17,524.5392535714798,7478.721085999884,43.27219542853657,8004.653101285645,14.265001428546904,352.63611128578174,4.100544858099156e-22
36,18,477.22267799963447,7529.90366999984,43.169877999844175,8017.223899999863,14.160578999963036,351.36131199988085,9.786821296752825e-23
36,19,527.7229958749103,7495.746226750043,43.54116299987254,8024.988222749982,14.22770037487453,354.46431062501915,3.010370531569591e-22
36,20,536.5315909231448,7538.487491538351,43.64967523077632,8082.969252384548,14.391739384686494,357.42184784616114,4.5650000588428955e-22
